class,occurence,timestamp,id,location.lon,location.lat,location.city,location.country,location.countrycode,useragent,pageViews,application,journeys.interactions.register.0,journeys.interactions.register.1,journeys.interactions.register.2,journeys.interactions.home.0,journeys.interactions.onlinehelp.0,journeys.resources.matchkey,journeys.resources.file,journeys.metrics.home,journeys.metrics.onlinehelp,resource.interaction,resource.info.event,resource.info.channel,resource.info.application,resource.info.pagename,resource.info.href,resource.info.section,resource.info.category,resource.info.device,resource.values.web_pageViews,context.global.key,context.global.name,context.global.value,identities.ecid,identities.email,identities.mobile,identities.crmid
timeseries,always,1629880088641,12,5.1214901,49.8417042,Bouillon,Belgium,BE,"Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:25.0) Gecko/20100101 Firefox/25.0",1,luma watch web,home,login,register,home,onlinehelp,event,./luma-pages-s2-web.csv,web_pageViews,web_pageViews,onlinehelp,onlinehelp,web,luma web tv,web.onlinehelp,https://builder.adobedemo.com/run/luma/login/nl/,onlinehelp,onlinehelp,browser,1,3,c,c1,12722084063458252241709854634315244287,ovofon-434@aepdemo.com,+02348868237,+575744
timeseries,always,1629879956611,3,4.9246444,50.4198861,Namur,Belgium,BE,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_0) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.803.0 Safari/535.1",1,luma watch web,home,login,register,home,onlinehelp,event,./luma-pages-s2-web.csv,web_pageViews,web_pageViews,home,home,web,luma web tv,web.home,https://builder.adobedemo.com/run/luma/pos/tv/nl,home,home,browser,1,2,b,b1,71473448220989323873206079718875233659,ifitasad-436@aepdemo.com,+01110574469,+596915
timeseries,always,1629879959817,6,4.9246444,50.4198861,Namur,Belgium,BE,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_0) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.803.0 Safari/535.1",1,luma watch web,home,login,register,home,onlinehelp,event,./luma-pages-s2-web.csv,web_pageViews,web_pageViews,onlinehelp,onlinehelp,web,luma web tv,web.onlinehelp,https://builder.adobedemo.com/run/luma/login/nl/,onlinehelp,onlinehelp,browser,1,1,a,a1,71473448220989323873206079718875233659,ifitasad-436@aepdemo.com,+01110574469,+596915
timeseries,always,1629879930162,3,3.9438609,50.8441986,Ninove,Belgium,BE,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; en-us) AppleWebKit/534.1+ (KHTML, like Gecko) Version/5.0 Safari/533.16",1,luma watch web,home,login,register,home,onlinehelp,event,./luma-pages-s2-web.csv,web_pageViews,web_pageViews,home,home,web,luma web tv,web.home,https://builder.adobedemo.com/run/luma/pos/tv/nl,home,home,browser,1,3,c,c1,82104428238207198963887246799510865912,de-438@aepdemo.com,+00782049408,+668999
timeseries,always,1629880001785,11,3.9438609,50.8441986,Ninove,Belgium,BE,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; en-us) AppleWebKit/534.1+ (KHTML, like Gecko) Version/5.0 Safari/533.16",1,luma watch web,home,login,register,home,onlinehelp,event,./luma-pages-s2-web.csv,web_pageViews,web_pageViews,onlinehelp,onlinehelp,web,luma web tv,web.onlinehelp,https://builder.adobedemo.com/run/luma/login/nl/,onlinehelp,onlinehelp,browser,1,1,a,a1,82104428238207198963887246799510865912,de-438@aepdemo.com,+00782049408,+668999
timeseries,always,1629880052790,9,3.4387783,50.59219,Tournai,Belgium,BE,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.23 (KHTML, like Gecko) Chrome/11.0.686.3 Safari/534.23",1,luma watch web,home,login,register,home,onlinehelp,event,./luma-pages-s2-web.csv,web_pageViews,web_pageViews,home,home,web,luma web tv,web.home,https://builder.adobedemo.com/run/luma/pos/tv/nl,home,home,browser,1,4,d,d1,75194574120480435852351029894330442525,ohrage-440@aepdemo.com,+47835775809,+121953
timeseries,always,1629880139026,3,3.4387783,50.59219,Tournai,Belgium,BE,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.23 (KHTML, like Gecko) Chrome/11.0.686.3 Safari/534.23",1,luma watch web,home,login,register,home,onlinehelp,event,./luma-pages-s2-web.csv,web_pageViews,web_pageViews,onlinehelp,onlinehelp,web,luma web tv,web.onlinehelp,https://builder.adobedemo.com/run/luma/login/nl/,onlinehelp,onlinehelp,browser,1,3,c,c1,75194574120480435852351029894330442525,ohrage-440@aepdemo.com,+47835775809,+121953
timeseries,always,1629880088956,11,3.5567339,50.5474037,Péruwelz,Belgium,BE,"Mozilla/5.0 (X11; NetBSD) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.116 Safari/537.36",1,luma watch web,home,login,register,home,onlinehelp,event,./luma-pages-s2-web.csv,web_pageViews,web_pageViews,home,home,web,luma web tv,web.home,https://builder.adobedemo.com/run/luma/pos/tv/nl,home,home,browser,1,2,b,b1,32585903472924556711238081416864913049,oc-446@aepdemo.com,+46761445449,+801882
timeseries,always,1629880162482,0,3.5567339,50.5474037,Péruwelz,Belgium,BE,"Mozilla/5.0 (X11; NetBSD) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.116 Safari/537.36",1,luma watch web,home,login,register,home,onlinehelp,event,./luma-pages-s2-web.csv,web_pageViews,web_pageViews,onlinehelp,onlinehelp,web,luma web tv,web.onlinehelp,https://builder.adobedemo.com/run/luma/login/nl/,onlinehelp,onlinehelp,browser,1,2,b,b1,32585903472924556711238081416864913049,oc-446@aepdemo.com,+46761445449,+801882
timeseries,always,1629880037361,6,4.3766927,50.8235717,Bruxelles,Belgium,BE,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.41 Safari/535.1",1,luma watch web,home,login,register,home,onlinehelp,event,./luma-pages-s2-web.csv,web_pageViews,web_pageViews,home,home,web,luma web tv,web.home,https://builder.adobedemo.com/run/luma/pos/tv/nl,home,home,browser,1,3,c,c1,55320023291794043842231462493882150032,iw-450@aepdemo.com,+22337170008,+062713
timeseries,always,1629880127033,1,3.3300918,50.585206,Tournai,Belgium,BE,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.6 (KHTML, like Gecko) Chrome/20.0.1092.0 Safari/536.6",1,luma watch web,home,login,register,home,onlinehelp,event,./luma-pages-s2-web.csv,web_pageViews,web_pageViews,home,home,web,luma web tv,web.home,https://builder.adobedemo.com/run/luma/pos/tv/nl,home,home,browser,1,4,d,d1,07672167844360489232576269377127866518,apiwo-459@aepdemo.com,+55447175468,+608360
timeseries,always,1629880189905,5,3.3300918,50.585206,Tournai,Belgium,BE,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.6 (KHTML, like Gecko) Chrome/20.0.1092.0 Safari/536.6",1,luma watch web,home,login,register,home,onlinehelp,event,./luma-pages-s2-web.csv,web_pageViews,web_pageViews,onlinehelp,onlinehelp,web,luma web tv,web.onlinehelp,https://builder.adobedemo.com/run/luma/login/nl/,onlinehelp,onlinehelp,browser,1,2,b,b1,07672167844360489232576269377127866518,apiwo-459@aepdemo.com,+55447175468,+608360
timeseries,always,1629879953846,3,3.989666,50.4271996,Mons,Belgium,BE,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_4_11; de-de) AppleWebKit/533.16 (KHTML, like Gecko) Version/4.1 Safari/533.16",1,luma watch web,home,login,register,home,onlinehelp,event,./luma-pages-s2-web.csv,web_pageViews,web_pageViews,home,home,web,luma web tv,web.home,https://builder.adobedemo.com/run/luma/pos/tv/nl,home,home,browser,1,3,c,c1,50400695267462473163324423592332264655,fublisfo-461@aepdemo.com,+79754585119,+469181
timeseries,always,1629879993248,11,3.989666,50.4271996,Mons,Belgium,BE,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_4_11; de-de) AppleWebKit/533.16 (KHTML, like Gecko) Version/4.1 Safari/533.16",1,luma watch web,home,login,register,home,onlinehelp,event,./luma-pages-s2-web.csv,web_pageViews,web_pageViews,onlinehelp,onlinehelp,web,luma web tv,web.onlinehelp,https://builder.adobedemo.com/run/luma/login/nl/,onlinehelp,onlinehelp,browser,1,1,a,a1,50400695267462473163324423592332264655,fublisfo-461@aepdemo.com,+79754585119,+469181
timeseries,always,1629880001154,7,4.3766927,50.8235717,Bruxelles,Belgium,BE,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.21 (KHTML, like Gecko) Chrome/19.0.1042.0 Safari/535.21",1,luma watch web,home,login,register,home,onlinehelp,event,./luma-pages-s2-web.csv,web_pageViews,web_pageViews,home,home,web,luma web tv,web.home,https://builder.adobedemo.com/run/luma/pos/tv/nl,home,home,browser,1,3,c,c1,65801021369169507680721979842114800663,beef-462@aepdemo.com,+09870533957,+938795
timeseries,always,1629880029170,6,4.3766927,50.8235717,Bruxelles,Belgium,BE,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.21 (KHTML, like Gecko) Chrome/19.0.1042.0 Safari/535.21",1,luma watch web,home,login,register,home,onlinehelp,event,./luma-pages-s2-web.csv,web_pageViews,web_pageViews,onlinehelp,onlinehelp,web,luma web tv,web.onlinehelp,https://builder.adobedemo.com/run/luma/login/nl/,onlinehelp,onlinehelp,browser,1,1,a,a1,65801021369169507680721979842114800663,beef-462@aepdemo.com,+09870533957,+938795
timeseries,always,1629880028367,4,4.1638985,50.0109884,Momignies,Belgium,BE,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.3 (KHTML, like Gecko) Chrome/19.0.1062.0 Safari/536.3",1,luma watch web,home,login,register,home,onlinehelp,event,./luma-pages-s2-web.csv,web_pageViews,web_pageViews,home,home,web,luma web tv,web.home,https://builder.adobedemo.com/run/luma/pos/tv/nl,home,home,browser,1,4,d,d1,79351166535300679743361181792627794640,lihrodde-467@aepdemo.com,+62958335644,+171829
timeseries,always,1629880109824,8,4.1638985,50.0109884,Momignies,Belgium,BE,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.3 (KHTML, like Gecko) Chrome/19.0.1062.0 Safari/536.3",1,luma watch web,home,login,register,home,onlinehelp,event,./luma-pages-s2-web.csv,web_pageViews,web_pageViews,onlinehelp,onlinehelp,web,luma web tv,web.onlinehelp,https://builder.adobedemo.com/run/luma/login/nl/,onlinehelp,onlinehelp,browser,1,4,d,d1,79351166535300679743361181792627794640,lihrodde-467@aepdemo.com,+62958335644,+171829
timeseries,always,1629880102345,7,4.3766927,50.8235717,Bruxelles,Belgium,BE,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.67 Safari/537.36",1,luma watch web,home,login,register,home,onlinehelp,event,./luma-pages-s2-web.csv,web_pageViews,web_pageViews,home,home,web,luma web tv,web.home,https://builder.adobedemo.com/run/luma/pos/tv/nl,home,home,browser,1,1,a,a1,84003780824883009934054500770302236216,omlito-468@aepdemo.com,+59705266425,+311624
timeseries,always,1629880173029,0,4.3766927,50.8235717,Bruxelles,Belgium,BE,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.67 Safari/537.36",1,luma watch web,home,login,register,home,onlinehelp,event,./luma-pages-s2-web.csv,web_pageViews,web_pageViews,onlinehelp,onlinehelp,web,luma web tv,web.onlinehelp,https://builder.adobedemo.com/run/luma/login/nl/,onlinehelp,onlinehelp,browser,1,3,c,c1,84003780824883009934054500770302236216,omlito-468@aepdemo.com,+59705266425,+311624
timeseries,always,1629880004403,13,3.4387783,50.59219,Tournai,Belgium,BE,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:25.0) Gecko/20100101 Firefox/25.0",1,luma watch web,home,login,register,home,onlinehelp,event,./luma-pages-s2-web.csv,web_pageViews,web_pageViews,home,home,web,luma web tv,web.home,https://builder.adobedemo.com/run/luma/pos/tv/nl,home,home,browser,1,1,a,a1,44646164107703227071837325840824268601,pihokdi-469@aepdemo.com,+92306911477,+245611
timeseries,always,1629880181435,1,4.4403455,51.2472392,Antwerpen,Belgium,BE,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.60 Safari/537.17",1,luma watch web,home,login,register,home,onlinehelp,event,./luma-pages-s2-web.csv,web_pageViews,web_pageViews,home,home,web,luma web tv,web.home,https://builder.adobedemo.com/run/luma/pos/tv/nl,home,home,browser,1,1,a,a1,79473997113569577321378125566496523868,do-476@aepdemo.com,+46274403424,+821217
timeseries,always,1629880257547,12,4.4403455,51.2472392,Antwerpen,Belgium,BE,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.60 Safari/537.17",1,luma watch web,home,login,register,home,onlinehelp,event,./luma-pages-s2-web.csv,web_pageViews,web_pageViews,onlinehelp,onlinehelp,web,luma web tv,web.onlinehelp,https://builder.adobedemo.com/run/luma/login/nl/,onlinehelp,onlinehelp,browser,1,4,d,d1,79473997113569577321378125566496523868,do-476@aepdemo.com,+46274403424,+821217
timeseries,always,1629880044451,2,4.4472854,50.4315612,Charleroi,Belgium,BE,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6; fr-fr) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",1,luma watch web,home,login,register,home,onlinehelp,event,./luma-pages-s2-web.csv,web_pageViews,web_pageViews,home,home,web,luma web tv,web.home,https://builder.adobedemo.com/run/luma/pos/tv/nl,home,home,browser,1,1,a,a1,19775883144362221973031323834076408331,razef-481@aepdemo.com,+82197961565,+835622
timeseries,always,1629879999520,13,4.1638985,50.0109884,Momignies,Belgium,BE,"Mozilla/5.0 (Windows NT 6.1; rv:15.0) Gecko/20120716 Firefox/15.0a2",1,luma watch web,home,login,register,home,onlinehelp,event,./luma-pages-s2-web.csv,web_pageViews,web_pageViews,home,home,web,luma web tv,web.home,https://builder.adobedemo.com/run/luma/pos/tv/nl,home,home,browser,1,2,b,b1,87100909821345274052994183344704324248,zij-482@aepdemo.com,+45073236629,+778815
timeseries,always,1629880006283,12,4.1638985,50.0109884,Momignies,Belgium,BE,"Mozilla/5.0 (Windows NT 6.1; rv:15.0) Gecko/20120716 Firefox/15.0a2",1,luma watch web,home,login,register,home,onlinehelp,event,./luma-pages-s2-web.csv,web_pageViews,web_pageViews,onlinehelp,onlinehelp,web,luma web tv,web.onlinehelp,https://builder.adobedemo.com/run/luma/login/nl/,onlinehelp,onlinehelp,browser,1,2,b,b1,87100909821345274052994183344704324248,zij-482@aepdemo.com,+45073236629,+778815
timeseries,always,1629880052783,4,4.4472854,50.4315612,Charleroi,Belgium,BE,"Mozilla/5.0 (X11; CrOS i686 0.13.587) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.14 Safari/535.1",1,luma watch web,home,login,register,home,onlinehelp,event,./luma-pages-s2-web.csv,web_pageViews,web_pageViews,home,home,web,luma web tv,web.home,https://builder.adobedemo.com/run/luma/pos/tv/nl,home,home,browser,1,1,a,a1,53606888334499657082501462827047004899,fu-484@aepdemo.com,+33500958652,+081858
timeseries,always,1629880097665,3,4.4472854,50.4315612,Charleroi,Belgium,BE,"Mozilla/5.0 (X11; CrOS i686 0.13.587) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.14 Safari/535.1",1,luma watch web,home,login,register,home,onlinehelp,event,./luma-pages-s2-web.csv,web_pageViews,web_pageViews,onlinehelp,onlinehelp,web,luma web tv,web.onlinehelp,https://builder.adobedemo.com/run/luma/login/nl/,onlinehelp,onlinehelp,browser,1,1,a,a1,53606888334499657082501462827047004899,fu-484@aepdemo.com,+33500958652,+081858
timeseries,always,1629879935178,12,4.1638985,50.0109884,Momignies,Belgium,BE,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_4; th-th) AppleWebKit/533.17.8 (KHTML, like Gecko) Version/5.0.1 Safari/533.17.8",1,luma watch web,home,login,register,home,onlinehelp,event,./luma-pages-s2-web.csv,web_pageViews,web_pageViews,home,home,web,luma web tv,web.home,https://builder.adobedemo.com/run/luma/pos/tv/nl,home,home,browser,1,1,a,a1,17033042712004031153873331126393389774,aceviv-493@aepdemo.com,+79802575792,+826165
timeseries,always,1629879986177,9,4.1638985,50.0109884,Momignies,Belgium,BE,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_4; th-th) AppleWebKit/533.17.8 (KHTML, like Gecko) Version/5.0.1 Safari/533.17.8",1,luma watch web,home,login,register,home,onlinehelp,event,./luma-pages-s2-web.csv,web_pageViews,web_pageViews,onlinehelp,onlinehelp,web,luma web tv,web.onlinehelp,https://builder.adobedemo.com/run/luma/login/nl/,onlinehelp,onlinehelp,browser,1,2,b,b1,17033042712004031153873331126393389774,aceviv-493@aepdemo.com,+79802575792,+826165
timeseries,always,1629879874127,6,4.4403455,51.2472392,Antwerpen,Belgium,BE,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_4) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.112 Safari/534.30",1,luma watch web,home,login,register,home,onlinehelp,event,./luma-pages-s2-web.csv,web_pageViews,web_pageViews,home,home,web,luma web tv,web.home,https://builder.adobedemo.com/run/luma/pos/tv/nl,home,home,browser,1,4,d,d1,69631873858937295441223760367701168250,jemvi-497@aepdemo.com,+74172105280,+079677
timeseries,always,1629879894500,6,4.4403455,51.2472392,Antwerpen,Belgium,BE,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_4) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.112 Safari/534.30",1,luma watch web,home,login,register,home,onlinehelp,event,./luma-pages-s2-web.csv,web_pageViews,web_pageViews,onlinehelp,onlinehelp,web,luma web tv,web.onlinehelp,https://builder.adobedemo.com/run/luma/login/nl/,onlinehelp,onlinehelp,browser,1,2,b,b1,69631873858937295441223760367701168250,jemvi-497@aepdemo.com,+74172105280,+079677
timeseries,always,1629880029064,9,4.4403455,51.2472392,Antwerpen,Belgium,BE,"Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.699.0 Safari/534.24",1,luma watch web,home,login,register,home,onlinehelp,event,./luma-pages-s2-web.csv,web_pageViews,web_pageViews,home,home,web,luma web tv,web.home,https://builder.adobedemo.com/run/luma/pos/tv/nl,home,home,browser,1,4,d,d1,31982590119824091110297287808122034514,imzefsem-498@aepdemo.com,+03077446152,+750476
timeseries,always,1629880081916,5,4.4403455,51.2472392,Antwerpen,Belgium,BE,"Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.699.0 Safari/534.24",1,luma watch web,home,login,register,home,onlinehelp,event,./luma-pages-s2-web.csv,web_pageViews,web_pageViews,onlinehelp,onlinehelp,web,luma web tv,web.onlinehelp,https://builder.adobedemo.com/run/luma/login/nl/,onlinehelp,onlinehelp,browser,1,4,d,d1,31982590119824091110297287808122034514,imzefsem-498@aepdemo.com,+03077446152,+750476
timeseries,always,1629880207759,10,3.4387783,50.59219,Tournai,Belgium,BE,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_0) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.65 Safari/535.11",1,luma watch web,home,login,register,home,onlinehelp,event,./luma-pages-s2-web.csv,web_pageViews,web_pageViews,home,home,web,luma web tv,web.home,https://builder.adobedemo.com/run/luma/pos/tv/nl,home,home,browser,1,1,a,a1,86468215097155419921315513659835854977,fumlev-501@aepdemo.com,+60427240664,+530837
timeseries,always,1629880266224,13,3.4387783,50.59219,Tournai,Belgium,BE,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_0) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.65 Safari/535.11",1,luma watch web,home,login,register,home,onlinehelp,event,./luma-pages-s2-web.csv,web_pageViews,web_pageViews,onlinehelp,onlinehelp,web,luma web tv,web.onlinehelp,https://builder.adobedemo.com/run/luma/login/nl/,onlinehelp,onlinehelp,browser,1,2,b,b1,86468215097155419921315513659835854977,fumlev-501@aepdemo.com,+60427240664,+530837
timeseries,always,1629879947799,8,4.9246444,50.4198861,Namur,Belgium,BE,"Mozilla/5.0 (Windows; U; Windows NT 6.0; fr-FR) AppleWebKit/533.18.1 (KHTML, like Gecko) Version/5.0.2 Safari/533.18.5",1,luma watch web,home,login,register,home,onlinehelp,event,./luma-pages-s2-web.csv,web_pageViews,web_pageViews,home,home,web,luma web tv,web.home,https://builder.adobedemo.com/run/luma/pos/tv/nl,home,home,browser,1,1,a,a1,03558274831548576641390840254533625186,dimwug-504@aepdemo.com,+08268702813,+690152
timeseries,always,1629880020511,10,4.9246444,50.4198861,Namur,Belgium,BE,"Mozilla/5.0 (Windows; U; Windows NT 6.0; fr-FR) AppleWebKit/533.18.1 (KHTML, like Gecko) Version/5.0.2 Safari/533.18.5",1,luma watch web,home,login,register,home,onlinehelp,event,./luma-pages-s2-web.csv,web_pageViews,web_pageViews,onlinehelp,onlinehelp,web,luma web tv,web.onlinehelp,https://builder.adobedemo.com/run/luma/login/nl/,onlinehelp,onlinehelp,browser,1,1,a,a1,03558274831548576641390840254533625186,dimwug-504@aepdemo.com,+08268702813,+690152
timeseries,always,1629879982175,1,5.1214901,49.8417042,Bouillon,Belgium,BE,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.66 Safari/535.11",1,luma watch web,home,login,register,home,onlinehelp,event,./luma-pages-s2-web.csv,web_pageViews,web_pageViews,home,home,web,luma web tv,web.home,https://builder.adobedemo.com/run/luma/pos/tv/nl,home,home,browser,1,1,a,a1,36058630920956936112095791494016435218,jenla-507@aepdemo.com,+49866740338,+855719
timeseries,always,1629879987055,11,5.1214901,49.8417042,Bouillon,Belgium,BE,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.66 Safari/535.11",1,luma watch web,home,login,register,home,onlinehelp,event,./luma-pages-s2-web.csv,web_pageViews,web_pageViews,onlinehelp,onlinehelp,web,luma web tv,web.onlinehelp,https://builder.adobedemo.com/run/luma/login/nl/,onlinehelp,onlinehelp,browser,1,4,d,d1,36058630920956936112095791494016435218,jenla-507@aepdemo.com,+49866740338,+855719
timeseries,always,1629880076304,9,4.4403455,51.2472392,Antwerpen,Belgium,BE,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_7; ja-jp) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",1,luma watch web,home,login,register,home,onlinehelp,event,./luma-pages-s2-web.csv,web_pageViews,web_pageViews,home,home,web,luma web tv,web.home,https://builder.adobedemo.com/run/luma/pos/tv/nl,home,home,browser,1,2,b,b1,22143267040878391002353800540339091716,zucocjeg-509@aepdemo.com,+84286160892,+000798
timeseries,always,1629880156893,3,4.4403455,51.2472392,Antwerpen,Belgium,BE,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_7; ja-jp) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",1,luma watch web,home,login,register,home,onlinehelp,event,./luma-pages-s2-web.csv,web_pageViews,web_pageViews,onlinehelp,onlinehelp,web,luma web tv,web.onlinehelp,https://builder.adobedemo.com/run/luma/login/nl/,onlinehelp,onlinehelp,browser,1,4,d,d1,22143267040878391002353800540339091716,zucocjeg-509@aepdemo.com,+84286160892,+000798
timeseries,always,1629880123345,0,3.9438609,50.8441986,Ninove,Belgium,BE,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_8; zh-cn) AppleWebKit/533.18.1 (KHTML, like Gecko) Version/5.0.2 Safari/533.18.5",1,luma watch web,home,login,register,home,onlinehelp,event,./luma-pages-s2-web.csv,web_pageViews,web_pageViews,home,home,web,luma web tv,web.home,https://builder.adobedemo.com/run/luma/pos/tv/nl,home,home,browser,1,3,c,c1,87610609403347726341146032488043813977,ziwimec-510@aepdemo.com,+49900706183,+023397
timeseries,always,1629880133461,7,3.9438609,50.8441986,Ninove,Belgium,BE,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_8; zh-cn) AppleWebKit/533.18.1 (KHTML, like Gecko) Version/5.0.2 Safari/533.18.5",1,luma watch web,home,login,register,home,onlinehelp,event,./luma-pages-s2-web.csv,web_pageViews,web_pageViews,onlinehelp,onlinehelp,web,luma web tv,web.onlinehelp,https://builder.adobedemo.com/run/luma/login/nl/,onlinehelp,onlinehelp,browser,1,3,c,c1,87610609403347726341146032488043813977,ziwimec-510@aepdemo.com,+49900706183,+023397
timeseries,always,1629880227269,12,3.3300918,50.585206,Tournai,Belgium,BE,"Mozilla/6.0 (Macintosh; I; Intel Mac OS X 11_7_9; de-LI; rv:1.9b4) Gecko/2012010317 Firefox/10.0a4",1,luma watch web,home,login,register,home,onlinehelp,event,./luma-pages-s2-web.csv,web_pageViews,web_pageViews,home,home,web,luma web tv,web.home,https://builder.adobedemo.com/run/luma/pos/tv/nl,home,home,browser,1,4,d,d1,43474782238476347174517462738848932470,givve-514@aepdemo.com,+72383018135,+979611
timeseries,always,1629880282999,5,3.3300918,50.585206,Tournai,Belgium,BE,"Mozilla/6.0 (Macintosh; I; Intel Mac OS X 11_7_9; de-LI; rv:1.9b4) Gecko/2012010317 Firefox/10.0a4",1,luma watch web,home,login,register,home,onlinehelp,event,./luma-pages-s2-web.csv,web_pageViews,web_pageViews,onlinehelp,onlinehelp,web,luma web tv,web.onlinehelp,https://builder.adobedemo.com/run/luma/login/nl/,onlinehelp,onlinehelp,browser,1,3,c,c1,43474782238476347174517462738848932470,givve-514@aepdemo.com,+72383018135,+979611
timeseries,always,1629879901654,4,3.9438609,50.8441986,Ninove,Belgium,BE,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.3 Safari/534.24",1,luma watch web,home,login,register,home,onlinehelp,event,./luma-pages-s2-web.csv,web_pageViews,web_pageViews,home,home,web,luma web tv,web.home,https://builder.adobedemo.com/run/luma/pos/tv/nl,home,home,browser,1,4,d,d1,60149914310831135723546805007277822315,teow-516@aepdemo.com,+51655489958,+758609
timeseries,always,1629879954280,0,3.9438609,50.8441986,Ninove,Belgium,BE,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.3 Safari/534.24",1,luma watch web,home,login,register,home,onlinehelp,event,./luma-pages-s2-web.csv,web_pageViews,web_pageViews,onlinehelp,onlinehelp,web,luma web tv,web.onlinehelp,https://builder.adobedemo.com/run/luma/login/nl/,onlinehelp,onlinehelp,browser,1,2,b,b1,60149914310831135723546805007277822315,teow-516@aepdemo.com,+51655489958,+758609
timeseries,always,1629879992289,5,5.1214901,49.8417042,Bouillon,Belgium,BE,"Mozilla/5.0 (X11; Linux i686; rv:21.0) Gecko/20100101 Firefox/21.0",1,luma watch web,home,login,register,home,onlinehelp,event,./luma-pages-s2-web.csv,web_pageViews,web_pageViews,home,home,web,luma web tv,web.home,https://builder.adobedemo.com/run/luma/pos/tv/nl,home,home,browser,1,1,a,a1,02877871573982408672164772091404610833,an-520@aepdemo.com,+23860203580,+771832
timeseries,always,1629880040514,13,5.1214901,49.8417042,Bouillon,Belgium,BE,"Mozilla/5.0 (X11; Linux i686; rv:21.0) Gecko/20100101 Firefox/21.0",1,luma watch web,home,login,register,home,onlinehelp,event,./luma-pages-s2-web.csv,web_pageViews,web_pageViews,onlinehelp,onlinehelp,web,luma web tv,web.onlinehelp,https://builder.adobedemo.com/run/luma/login/nl/,onlinehelp,onlinehelp,browser,1,3,c,c1,02877871573982408672164772091404610833,an-520@aepdemo.com,+23860203580,+771832
